idx,question,context,true_label,baseline_sim,trained_sim,improvement
117,Does perspective-taking increase patient satisfaction in medical encounters?,"Multiple sclerosis (MS) is an immune-mediated inflammatory demyelinating disease of uncertain etiology. Although the mechanisms of inducting autoimmunity by some of the infectious agents have been investigated, there is not yet enough research on streptococcal infections.MATERIAL/",0,0.7918099164962769,0.6443491458376334,-0.1474607706586435
118,Can mandibular depiction be improved by changing the thickness of double-oblique computed tomography images?,"Multislice helical computed tomography (CT), which can provide detailed 2-D and 3-D reconstructed images, is useful in imaging diagnosis for dental implant treatment. Therefore, in this study, it was performed to clarify the mandibular depiction of double-oblique reconstructed images when changing their thickness.",1,0.817706823348999,0.8479776233400788,0.030270799991079733
119,Does maternal obesity have an influence on feeding behavior of obese children?,"Anteroposterior, lateral, and right and left oblique lumbar spine radiographs are often a standard part of the evaluation of children who are clinically suspected of having spondylolysis. Recent concerns regarding radiation exposure and costs have brought the value of oblique radiographs into question. The purpose of the present study was to determine the diagnostic value of oblique views in the diagnosis of spondylolysis.",0,0.6428337097167969,0.35971547902371914,-0.28311823069307773
120,Is withdrawal-induced anxiety in alcoholism based on beta-endorphin deficiency?,"Associations between several psychopathological alterations and lowered beta-endorphin(beta E) plasma levels have already been stated in former studies. However, whereas single measures during static conditions generally failed in linking beta E levels with psychopathology, dynamic changes of beta E in particular have been shown to be associated with spells of anxiety and depression. During alcohol withdrawal, a decreased secretion of beta E with a delayed normalization has been reported, but up to now only few data became available regarding the interaction of plasma beta E and psychopathological parameters.",1,0.7849456071853638,0.6560885325970611,-0.12885707458830264
121,Does exercise during pregnancy prevent postnatal depression?,"Women without lifetime MDD at baseline had a lower risk of developing MDD during midlife than those with a prior MDD history (28% v. 59%) and their risk profiles differed. Health conditions prior to baseline and during follow-ups perception of functioning (ps<0.05) and vasomotor symptoms (VMS) (p = 0.08) were risk factors for first lifetime-onset MDD. Being peri- and post-menopausal, psychological symptoms and a prior anxiety disorder were predominant risk factors for MDD recurrence.",0,0.7142963409423828,0.5812442687596753,-0.13305207218270754
122,Amblyopia: is visual loss permanent?,Older people with a history of amblyopia who develop visual loss in the previously normal eye can experience recovery of visual function in the amblyopic eye over a period of time. This recovery in visual function occurs in the wake of visual loss in the fellow eye and the improvement appears to be sustained.,1,0.8423018455505371,0.809271891007715,-0.03302995454282209
123,Is it safe to perform rectal anastomosis in gynaecological debulking surgery without a diverting stoma?,"90 of 100 investigated pterygia proved suitable for HPV analysis by PCR. As beta-globin could not be amplified, 10 specimens were excluded from the study. 4 of 90 pterygia harboured HPV. HPV type 6 was identified in all four HPV-positive pterygia. The 20 normal conjunctival biopsy specimens were beta-globin positive and HPV negative. All four pterygia that were HPV type 6 positive were DNA ISH negative.",0,0.613837480545044,0.6413454066883184,0.027507926143274464
124,It's Fournier's gangrene still dangerous?,"Fournier's gangrene is known to have an impact in the morbidity and despite antibiotics and aggressive debridement, the mortality rate remains high.",1,0.7803016304969788,0.7659158599381393,-0.014385770558839495
125,Does case-mix based reimbursement stimulate the development of process-oriented care delivery?,"At 24 months, the survival rate without any complementary treatment was estimated to be 82%. Two of the 17 treated teeth required root canal treatment for pain control and one for prosthetic reasons.",0,0.7467148303985596,0.6206490980020432,-0.12606573239651642
126,Are tuberculosis patients adherent to prescribed treatments in China?,"The technical success rate after PTA of stenosed iliac arteries was achieved in 96% (24/25) using conventional wires and 100% using hydrophilic guidewire; in iliac occlusions, the rates were 60% (15/25) and 96%, respectively; in femoral stenosis - 84% (21/25) and 100%; in occlusions in the first group: lesions<10 cm -64% (16/25) and 96%, in the second group: lesions>10 cm -48% (12/25) and 88%. In the iliac group, there was no significant difference in the success of iliac stenosis PTA. However, there were significant changes in the success rates of PTA performed for SFA stenosis and iliac and SFA occlusions.",0,0.5177597999572754,0.5054592560593273,-0.012300543897948102
127,Does SYNTAX score predict in-hospital outcomes in patients with ST elevation myocardial infarction undergoing primary percutaneous coronary intervention?,SxS is a useful tool that can predict in-hospital outcomes of patients with STEMI undergoing pPCI.,1,0.8378143310546875,0.6660513529379322,-0.17176297811675534
128,Is the covering of the resection margin after distal pancreatectomy advantageous?,"The results show no significant difference in the fistula rate after covering of the resection margin after distal pancreatectomy, which contributes to the picture of an unsolved problem.",1,0.8235406875610352,0.8789399230513684,0.05539923549033321
129,Diabetes mellitus among Swedish art glass workers--an effect of arsenic exposure?,"The observations from this study provide limited support for the possibility that occupational arsenic exposure could play a role in the development of diabetes mellitus. Many other metallic compounds are also used in art glass production, however, and there is a possibility of confounding.",1,0.7796667218208313,0.7304193931593919,-0.04924732866143944
130,Are head and neck specific quality of life measures necessary?,The purpose of this study was to determine whether head and neck-specific health status domains are distinct from those assessed by general measures of quality-of-life (QOL).,1,0.8229827880859375,0.7773930261105977,-0.045589761975339815
131,Does pain intensity predict a poor opioid response in cancer patients?,"Consecutive patients from routine diagnostic studies (1.5 T, 0.1 mmol gadopentetate dimeglumine, dynamic gradient-echo sequences at 1-minute intervals) were analyzed prospectively using CAD. Dynamic sequences were processed and reduced to a parametric map. Curve types were classified by initial signal increase (not significant, intermediate, and strong) and the delayed time course of signal intensity (continuous, plateau, and washout). Lesion enhancement was measured using CAD. The most suspect curve, the curve-type distribution percentage, and combined dynamic data were compared. Statistical analysis included logistic regression analysis and receiver-operating characteristic analysis.",0,0.7388244867324829,0.6230786032500937,-0.11574588348238923
132,Can progression of valvar aortic stenosis be predicted accurately?,"A questionnaire designed to assess attitudes to headgear was administered to 63 players from four different Canadian teams, each representing a different level of play (high school, university, community club, national). In addition, coaches from all four levels were questioned about team policies and their personal opinions about the use of headgear to prevent concussion.",0,0.6964815258979797,0.4506639788732547,-0.24581754702472502
133,Type II supracondylar humerus fractures: can some be treated nonoperatively?,"The intent of this study was to determine if the use of a single or combination of static foot posture measurements can be used to predict rearfoot, midfoot, and forefoot plantar surface area in individuals with pronated or normal foot types.",0,0.7078401446342468,0.5489961928079863,-0.15884395182626054
134,Acute hepatitis C in Israel: a predominantly iatrogenic disease?,"There were 30 (26.5%) males and 83 (73.5%) females. Most patients were below 30 years of age, with the peak frequency in the first and second decade. Ranula (simple and plunging) represented 84.1% of the mucocele locations. Mucocele on the lips represented 10.6%. Seventy-two (63.7%) patients were HIV positive; and 97.2% of them had ranulas. Thirty-eight (33.6%) patients presented with plunging ranulas; and 92.1% of them were HIV positive, compared with two patients presenting with plunging ranulas in the HIV-negative group. These results strongly suggest that an HIV-positive patient is statistically (P<0.001) more at risk of presenting with not only a simple, but also a plunging ranula type.",0,0.614637017250061,0.7030347203729697,0.08839770312290862
135,Biliary atresia: should all patients undergo a portoenterostomy?,"Based on the predictive information available in a liver biopsy, we conclude that those patients who will not benefit from a Kasai procedure can be identified preoperatively, and channeled immediately to transplantation.",1,0.8192278146743774,0.7022644744798999,-0.11696334019447752
136,Quaternary cytoreductive surgery in ovarian cancer: does surgical effort still matter?,"To analyze, retrospectively, the patterns and behavior of metastatic lesions in prostate cancer patients treated with external beam radiotherapy and to investigate whether patients with<or =5 lesions had an improved outcome relative to patients with>5 lesions.",0,0.7574214935302734,0.5925989347235242,-0.16482255880674923
137,Can common carotid intima media thickness serve as an indicator of both cardiovascular phenotype and risk among black Africans?,"It is not known whether common carotid intima media thickness (CIMT) can serve as a surrogate marker of cardiovascular risk among black Africans. Therefore, we examined whether CIMT differed significantly among individuals with distinct cardiovascular phenotype and correlated significantly with traditional cardiovascular risk factors in a black African population.",1,0.8081859946250916,0.7488658437701965,-0.05932015085489506
138,Does the severity of obstructive sleep apnea predict patients requiring high continuous positive airway pressure?,To investigate polysomnographic and anthropomorphic factors predicting need of high optimal continuous positive airway pressure (CPAP).,1,0.825534462928772,0.7758860032653767,-0.04964845966339526
139,Location and number of sutures placed for hiatal hernia repair during laparoscopic adjustable gastric banding: does it matter?,"Patients with fewer or anterior sutures have shorter OR times. However, 30-day readmission, band-related reoperation, and postoperative weight loss were unaffected by number or location of suture. The technical aspects of HHR did not appear to be associated with readmission or reoperation, and therefore a standardized approach may not be necessary.",1,0.7230026721954346,0.79437030784258,0.07136763564714543
140,Are complex coronary lesions more frequent in patients with diabetes mellitus?,The National Cancer Database was queried for patients with rectal cancer.,0,0.7778864502906799,0.6838873807775646,-0.09399906951311532
141,Does fluoridation reduce the use of dental services among adults?,"The authors determine whether prevention influences the use of health services. Fluoridation's effect on restorative dental demand among 972 Washington state employees and spouses, aged 20 to 34 years, in two fluoridated communities and a nonfluoridated community was examined.",1,0.7800298929214478,0.8119390475275583,0.031909154606110546
142,Is it safe to perform rectal anastomosis in gynaecological debulking surgery without a diverting stoma?,Patients were selected from the general population.,0,0.8158003091812134,0.816509543920143,0.0007092347389295872
143,Do family physicians know the costs of medical care?,Family doctors in British Columbia have little awareness of the costs of medical care.,1,0.8415888547897339,0.837528533712788,-0.004060321076945872
144,Is it safe to perform rectal anastomosis in gynaecological debulking surgery without a diverting stoma?,"We enrolled 50 providers from a large, busy, urban fire-based EMS agency with 14.96 (SD = 9.92) mean years of experience. Only 1.5% of all breaths delivered with the pediatric BVM during the ventilation scenarios were below the recommended tidal volume. A greater percentage of breaths delivered in the recommended range occurred when the pediatric BVM was used (17.5% vs 5.1%, p<0.001). Median volumes for each scenario were 570.5mL, 664.0mL, 663.0mL for the pediatric BMV and 796.0mL, 994.5mL, 981.5mL for the adult BVM. In all three categories of airway devices, the pediatric BVM provided lower median tidal volumes (p<0.001).",0,0.6411952376365662,0.580617336789766,-0.06057790084680015
145,Is the covering of the resection margin after distal pancreatectomy advantageous?,"The identification of the most suspect enhancing part of a lesion is regarded as a major diagnostic criterion in dynamic magnetic resonance mammography. Computer-aided diagnosis (CAD) software allows the semi-automatic analysis of the kinetic characteristics of complete enhancing lesions, providing additional information about lesion vasculature. The diagnostic value of this information has not yet been quantified.",0,0.7694345712661743,0.6168381678931616,-0.15259640337301272
146,Is trabecular bone related to primary stability of miniscrews?,"The progression rate of aortic valve obstruction was found to be dependent on the degree of valvar calcification ([VC] scoring 0 to III) and to be exponentially correlated with the aortic valve opening area (AVA) at initial catheterization. Neither age nor sex of the patient nor etiology of the valvar obstruction significantly influence the progression of aortic stenosis. If AVA decreases below 0.75 cm(2) with a present degree of VC = 0, or AVA of 0.8 with VC of I, AVA of 0.9 with VC of II, or AVA of 1.0 with VC of III, it is probable that aortic stenosis will have to be operated upon in the following years.",0,0.6131749153137207,0.4457395456414608,-0.16743536967225991
147,Chemotherapy and survival in advanced non-small cell lung carcinoma: is pneumologists' skepticism justified?,"Multiple sclerosis (MS) is an immune-mediated inflammatory demyelinating disease of uncertain etiology. Although the mechanisms of inducting autoimmunity by some of the infectious agents have been investigated, there is not yet enough research on streptococcal infections.MATERIAL/",0,0.8276448249816895,0.7005072771012402,-0.1271375478804493
148,The effect of an intracerebroventricular injection of metformin or AICAR on the plasma concentrations of melatonin in the ewe: potential involvement of AMPK?,"Taken together, these results suggest a potential role for AMPK on the secretion of melatonin probably acting trough the paraventricular nucleus and/or directly in the pineal gland. We conclude that AMPK may act as a metabolic cue to modulate the rhythm of melatonin secretion.",1,0.8060355186462402,0.6216136816896605,-0.18442183695657977
149,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,High managed care penetration in the community is associated with a lower likelihood of having a usual source of care for uninsured persons (54.8% vs. 62.2% in low penetration areas) as well as a lower likelihood of having a usual physician (60% vs. 72.8%). Managed care has only marginal effects on the likelihood of having a usual source of care for privately insured and Medicaid beneficiaries. Having a usual physician substantially reduces unmet medical needs for the insured but less so for the uninsured.,0,0.6408674716949463,0.3558221776961514,-0.2850452939987949
150,Are there mental health differences between francophone and non-francophone populations in manitoba?,"Individuals with type 1 diabetes have a high risk of developing cardiovascular diseases, and it has been reported that they consume a high atherogenic diet. We examined how nutrient intake and adherence to current European nutritional recommendations evolved in a large cohort of European individuals with type 1 diabetes over a period of 7 years.SUBJECTS/",0,0.7740399241447449,0.475782895655549,-0.2982570284891959
151,Are Biochemical Markers of Bone Turnover Representative of Bone Histomorphometry in 370 Postmenopausal Women?,"Tuberculosis (TB) patients face numerous difficulties adhering to the long-term, rigorous TB treatment regimen. Findings on TB patients' treatment adherence vary across existing literature and official reports. The present study attempted to determine the actual treatment adherence of new TB patients and to identify factors leading to non-adherence.",0,0.7468793392181396,0.4532742001286749,-0.29360513908946473
152,Is portable ultrasonography accurate in the evaluation of Schanz pin placement during extremity fracture fixation in austere environments?,"Twenty patients (age 62 ± 9 years, 13 males) with persistent AF and 9 control subjects without organic heart disease or AF (age 36 ± 6 years, 4 males) underwent detailed CFAE and SRF left atrial electroanatomic maps. The overlap in left atrial regions with CFAEs and SRF was compared in the AF population, and the distribution of SRF was compared among patients with AF and normal controls. Propagation maps were analyzed to identify the activation patterns associated with SR fractionation.",0,0.6912295818328857,0.45748413634811314,-0.2337454454847726
153,CYP2D6*4 allele and breast cancer risk: is there any association?,A possible decreased transformation of procarcinogens by CYP2D6*4 poor metabolisers could result in a protective effect against carcinogens.,1,0.8199612498283386,0.6085444565736153,-0.2114167932547233
154,Can common carotid intima media thickness serve as an indicator of both cardiovascular phenotype and risk among black Africans?,"Multislice helical computed tomography (CT), which can provide detailed 2-D and 3-D reconstructed images, is useful in imaging diagnosis for dental implant treatment. Therefore, in this study, it was performed to clarify the mandibular depiction of double-oblique reconstructed images when changing their thickness.",0,0.7463901042938232,0.544847709525599,-0.20154239476822422
155,Should pulp chamber pulpotomy be seen as a permanent treatment?,"Students' low performances relative to their class on the year 2 CPEs were a strong predictor that they would fail the senior CPE. Their USMLE Step 1 scores also correlated with their performance on the senior CPE, although the predictive values for these scores were considerably weaker.",0,0.7718663811683655,0.5004610141733377,-0.2714053669950278
156,"Is there any evidence of a ""July effect"" in patients undergoing major cancer surgery?","The ""July effect"" refers to the phenomenon of adverse impacts on patient care arising from the changeover in medical staff that takes place during this month at academic medical centres in North America. There has been some evidence supporting the presence of the July effect, including data from surgical specialties. Uniformity of care, regardless of time of year, is required for patients undergoing major cancer surgery. We therefore sought to perform a population-level assessment for the presence of a July effect in this field.",1,0.7729522585868835,0.7076825972629109,-0.0652696613239726
157,Double reading of barium enemas: is it necessary?,"Most of the patients had stage III/IV disease and received palliative treatment. The minimum follow-up was 15 months. During follow-up, 157 (72%) patients died of their cancer. On univariate analysis, stage (p<0.001), treatment (p<0.001), albumin level (p<0.001), and CRP level (p<0.001) were significant predictors of survival. On multivariate analysis, stage (p<0.001), treatment (p<0.001), and CRP level (p<0.001) remained significant predictors of survival. Albumin was no longer an independent predictor of survival.",0,0.6164343357086182,0.6373435239559561,0.020909188247337895
158,Is a mandatory general surgery rotation necessary in the surgical clerkship?,"A slightly elevated risk [Mantel-Haenszel odds ratio (MH-OR) 1.2, 95% confidence interval (95% CI) 0.82-1.8] was found for diabetes mellitus among the glassworks employees, especially in combination with cardiovascular disease (MH-OR 1.4, 95% CI 0.81-2.3). For the glassblowers, other foundry workers and unspecified glassworkers probably exposed to arsenic, the M-H odds ratio was 1.4 (95% CI 0.92-2.2). Unspecified glass workers, who probably included persons with high exposure, carried the higher risk (MH-OR 1.8, 95% CI 1.1-2.8).",0,0.6251953840255737,0.6641409202758651,0.0389455362502914
159,Can increases in the cigarette tax rate be linked to cigarette retail prices?,"Patient mean age, and rates of hypertension and hyperlipidemia were significantly higher in the diabetic group than in the nondiabetic group (P<0.0001), although smoking was significantly lower (P=0.001). Reasons for coronary angiography and treatment were comparable between the two groups. The prevalence of bifurcation lesions and ostial lesions was significantly greater in the diabetic group than in the nondiabetic group (9.8% versus 4.3% [P=0.001] and 38.4% versus 29.2% [P=0.003]in the diabetic group versus the nondiabetic group). The presence of DM and greater age were found to be independent predictors for bifurcation lesions (OR=2.27 [P=0.004] and OR=1.03 [P=0.01], for DM and age, respectively) and ostial lesions (OR=1.40 [P=0.027] and OR=1.02 [P=0.001], for DM and age, respectively) in multivariate analysis.",0,0.6441311240196228,0.5784420823226832,-0.06568904169693957
160,Is primary angioplasty an acceptable alternative to thrombolysis?,The National Infarct Angioplasty Project assessed the feasibility of establishing a comprehensive primary angioplasty service. We aimed to compare satisfaction at intervention hospitals offering angioplasty-based care and control hospitals offering thrombolysis-based care.,1,0.7702875733375549,0.8056206499637111,0.035333076626156146
161,Does responsibility affect the public's valuation of health care interventions?,The precise correction of refractive error is especially important in young adults. It is unclear whether cycloplegic refraction is necessary in this age group. The purpose of this study was to compare the non-cycloplegic and cycloplegic spherical equivalent (SE) refractive error measured in young adults.,0,0.7068206071853638,0.4613266797038854,-0.24549392748147836
162,Does the severity of obstructive sleep apnea predict patients requiring high continuous positive airway pressure?,"Cancer of the buccal mucosa is an uncommon and aggressive neoplasm of the oral cavity. Less than 2% of patients treated for cancer of the oral cavity at Roswell Park Cancer Institute (RPCI) from 1971 to 1997 had primary buccal cancers. Because the majority of these patients did not undergo any adjuvant treatment, this group provided us with the opportunity to assess the relationship between margin status and local recurrence for both small (T1-T2) and large (T3-T4) tumors treated with surgery alone.",0,0.8119118809700012,0.5827863607971018,-0.22912552017289944
163,Predicting admission at triage: are nurses better than a simple objective score?,"In this single-centre prospective study, triage nurses estimated the probability of admission using a 100 mm visual analogue scale (VAS), and GAPS was generated automatically from triage data. We compared calibration using rank sum tests, discrimination using area under receiver operating characteristic curves (AUC) and accuracy with McNemar's test.",1,0.7912828922271729,0.7970390582220253,0.0057561659948524024
164,Does use of hydrophilic guidewires significantly improve technical success rates of peripheral PTA?,"In summary, we report an overall improvement and high technical success rate for peripherial PTA. The use of hydrophilic guidewires made significant difference to the technical success rate of PTA, especially in occlusion and more complicated lesions.",1,0.8590937256813049,0.8357683826174769,-0.023325343063828052
165,Can dobutamine stress echocardiography induce cardiac troponin elevation?,"Twenty patients (age 62 ± 9 years, 13 males) with persistent AF and 9 control subjects without organic heart disease or AF (age 36 ± 6 years, 4 males) underwent detailed CFAE and SRF left atrial electroanatomic maps. The overlap in left atrial regions with CFAEs and SRF was compared in the AF population, and the distribution of SRF was compared among patients with AF and normal controls. Propagation maps were analyzed to identify the activation patterns associated with SR fractionation.",0,0.7221126556396484,0.6329368370564107,-0.08917581858323775
166,Does use of hydrophilic guidewires significantly improve technical success rates of peripheral PTA?,To determine whether the use of hydrophilic guidewires has increased the technical success rate of peripheral percutaneous transluminal angioplasty (PTA).MATERIAL/,1,0.83987957239151,0.847317111012074,0.007437538620563955
167,Is low birth weight a risk indicator for congenital cytomegalovirus infection?,"CMV-IgM and IgG antibodies assessment was not a potential discriminative test to identify congenitally infected newborns. In addition, low birth weight and small head circumference at birth failed to predict congenital CMV infection. CMV-DNA detection in umbilical cord blood at the time of delivery using real-time PCR of all newborns is recommended as decisive, rapid and non-invasive test.",1,0.7683472633361816,0.7209263236240498,-0.04742093971213179
168,Are variations in the use of carotid endarterectomy explained by population Need?,"A total of 18,605 patients met inclusion criteria; 2067 patients were in the long-distance/high-volume group and 1362 in the short-distance/low-volume group. The median travel distance was 62.6 miles for the long-distance/high-volume group and 2.3 miles for the short-distance/low-volume group. Patients who were younger, white, privately insured, and stage III were more likely to have traveled to a high-volume center. When controlled for patient factors, stage, and hospital factors, patients in the short-distance/low-volume group had lower odds of a lymph node yield ≥12 (OR = 0.51) and neoadjuvant chemoradiation (OR = 0.67) and higher 30-day (OR = 3.38) and 90-day mortality (OR = 2.07) compared with those in the long-distance/high-volume group. The short-distance/low-volume group had a 34% high risk of overall mortality at 5 years compared with the long-distance/high-volume group.",0,0.7430413961410522,0.7698384293932365,0.0267970332521843
169,Literacy after cerebral hemispherectomy: Can the isolated right hemisphere read?,"When cerebral hemispherectomy is performed to control seizures associated with very early (in utero) insult, it has been found that the remaining right hemisphere is still able to support reading and phonological processing skills that are normally mediated by the left hemisphere. Our results also suggest the existence of variability in individuals after hemispherectomy, even within groups having the same etiology and similar timing of insult.",1,0.7840865850448608,0.7370118196020576,-0.0470747654428032
170,Can mandibular depiction be improved by changing the thickness of double-oblique computed tomography images?,To report three cases illustrating that it is not unusual for a primary eyelid tumour to metastasise to the parotid gland and vice versa.,0,0.7947123050689697,0.6501340335682266,-0.1445782715007431
171,"Laparoscopic-assisted ileocolic resections in patients with Crohn's disease: are abscesses, phlegmons, or recurrent disease contraindications?","Tuberculosis has increased in parallel with the acquired immunodeficiency syndrome epidemic and the use of immunosuppressive therapy, and the growing incidence of extra-pulmonary tuberculosis, especially with intestinal involvement, reflects this trend. However, the duration of anti-tuberculous therapy has not been clarified in intestinal tuberculosis.AIM: To compare the efficacy of different treatment durations in tuberculous enterocolitis in terms of response and recurrence rates.",0,0.8229719400405884,0.6606665071702658,-0.16230543287032262
172,Does rugby headgear prevent concussion?,"The mean (standard deviation) volumes for the one-handed method were 592.84 ml (SD 117.39), two-handed 644.24 ml (SD 144.7) and two-handed half-compression 458.31 ml (SD 120.91) (p<0.01). Tidal volume delivered by two hands was significantly greater than that delivered by one hand (r = 0.398, p<0.01). The physical aspects including hand size, volume and grip power had no correlation with the volume delivered. There were slight increases in tidal volume with education and practice, but correlation was weak (r = 0.213, r = 0.281, r = 0.131, p<0.01).",0,0.687613844871521,0.5414686855753738,-0.14614515929614724
173,The nurse cystoscopist: a feasible option?,A UNP can be trained to perform cystoscopy and detect suspicious lesions as accurately as can a consultant urologist. Legal and training issues in implementation are important.,1,0.7902241945266724,0.5882813374950576,-0.20194285703161474
174,Does vaginal intraepithelial neoplasia have the same evolution as cervical intraepithelial neoplasia?,Multiple sclerosis (MS) is the most common chronic autoimmune demyelinating disease of the central nervous system. The purpose of this study is to determine the relationship between the site of the cervical discopathy and cervical spinal cord plaque in MS patients.,0,0.7841179370880127,0.5245301792189362,-0.2595877578690765
175,Does angiotensin-converting enzyme-1 (ACE-1) gene polymorphism lead to chronic kidney disease among hypertensive patients?,"Hypertension is one of the important contributing factors linked with both causation and development of kidney disease. It is a multifactorial, polygenic, and complex disorder due to interaction of several risk genes with environmental factors. The present study was aimed to explore genetic polymorphism in ACE-1 gene as a risk factor for CKD among hypertensive patients.",1,0.8208069205284119,0.7613086826623306,-0.059498237866081216
176,Does the severity of obstructive sleep apnea predict patients requiring high continuous positive airway pressure?,"Of the 14 patients, 5 died and 9 survived. Mean age was 54 years (range from 41-61): it was 53 years in the group of survivors and 62 years in deceased group. There was a significant difference in leukocyte count between patients who survived (range 4900-17000/mm) and those died (range 20.300-31000/mm3). Mean hospital stay was about 19 days (range 2-57 days).",0,0.7266345024108887,0.6708899028946684,-0.05574459951622024
177,Is determination between complete and incomplete traumatic spinal cord injury clinically relevant?,"Adding a second reader increased the number of positive results on examinations from 249 to 315 (p<0.0001) and resulted in potential alteration of clinical treatment in 98 patients (9.9%). Sensitivity of the first and combined readings for detection of all lesions was identical, 76.3% (95% CI, 65.4-87.1%). Specificity decreased from 91.0% (95% CI, 87.9-94.3%) for the first reading to 86.4% (95% CI, 82.2-90.0%) for the combined reading. The overall measurement of agreement decreased from a kappa value of 61.8 (95% CI, 51.2-72.4%) for the first reading to 52.9 (95% CI, 42.2-63.6%) for the combined reading. The second reading required an average of 3.3 min. Sensitivity for the detection of adenocarcinomas was 100%.",0,0.6780191659927368,0.5756124047692642,-0.10240676122347259
178,Is portable ultrasonography accurate in the evaluation of Schanz pin placement during extremity fracture fixation in austere environments?,"Despite the statistical imparity of pin protrusion measurement via ultrasound compared to that of gross dissection, a consideration of the clinical relevance of ultrasound measurement bias during an austere operating theatre leads to the conclusion that ultrasonography is an adequate methodology for Schanz pin protrusion measurement.",1,0.8416855335235596,0.7108602742156376,-0.130825259307922
179,Autoxidation products of both carbohydrates and lipids are increased in uremic plasma: is there oxidative stress in uremia?,"Xanthogranulomatous cholecystitis (XGC) is an uncommon variant of chronic cholecystitis, characterized by marked thickening of the gallbladder wall and dense local adhesions. It often mimics a gallbladder carcinoma (GBC), and may coexist with GBC, leading to a diagnostic dilemma. Furthermore, the premalignant nature of this entity is not known. This study was undertaken to assess the p53, PCNA and beta-catenin expression in XGC in comparison to GBC and chronic inflammation.",0,0.7380570769309998,0.5509700834250788,-0.18708699350592095
180,Predicting admission at triage: are nurses better than a simple objective score?,"Cerebral hemispherectomy, a surgical procedure undergone to control intractable seizures, is becoming a standard procedure with more cases identified and treated early in life [33]. While the effect of the dominant hemisphere resection on spoken language has been extensively researched, little is known about reading abilities in individuals after left-sided resection. Left-lateralized phonological abilities are the key components of reading, i.e., grapheme-phoneme conversion skills [1]. These skills are critical for the acquisition of word-specific orthographic knowledge and have been shown to predict reading levels in average readers as well as in readers with mild cognitive disability [26]. Furthermore, impaired phonological processing has been implicated as the cognitive basis in struggling readers. Here, we explored the reading skills in participants who have undergone left cerebral hemispherectomy.",0,0.755043625831604,0.5482253430928148,-0.20681828273878922
181,Can increases in the cigarette tax rate be linked to cigarette retail prices?,To explain China's cigarette pricing mechanism and the role of the Chinese State Tobacco Monopoly Administration (STMA) on cigarette pricing and taxation.,1,0.80224609375,0.8179563684349559,0.015710274684955894
182,Risk stratification in emergency surgical patients: is the APACHE II score a reliable marker of physiological impairment?,"For risk stratification in emergency surgical patients, it is essential to measure the APACHE II score before surgical treatment. Longitudinal APACHE II scoring reveals continuous improvement of the score in surviving patients but has no therapeutic relevance in the individual patient.",1,0.9104018211364746,0.8543279649697402,-0.05607385616673444
183,A patient with myelomeningocele: is untethering necessary prior to scoliosis correction?,"Tuberculosis (TB) patients face numerous difficulties adhering to the long-term, rigorous TB treatment regimen. Findings on TB patients' treatment adherence vary across existing literature and official reports. The present study attempted to determine the actual treatment adherence of new TB patients and to identify factors leading to non-adherence.",0,0.7682602405548096,0.5430892051127648,-0.22517103544204475
184,Is hypoalbuminemia an independent prognostic factor in patients with gastric cancer?,"Studies have indicated that hypoalbuminemia is associated with decreased survival of patients with gastric cancer. However, the prognostic value of albumin may be secondary to an ongoing systemic inflammatory response. The aim of the study was to assess the relation between hypoalbuminemia, the systemic inflammatory response, and survival in patients with gastric cancer.",1,0.812484622001648,0.6808985103076194,-0.13158611169402856
185,Can dose reduction to one parotid gland prevent xerostomia?,"Dryness of the mouth is one of the most distressing chronic toxicities of radiation therapy in head and neck cancers. In this study, parotid function was assessed in patients with locally advanced head and neck cancers undergoing intensity-modulated radiotherapy (IMRT) with or without chemotherapy. Parotid function was assessed with the help of a questionnaire and parotid scintigraphy, especially with regards to unilateral sparing of the parotid gland.",1,0.7557488679885864,0.7294247077869426,-0.026324160201643854
186,Does the investing layer of the deep cervical fascia exist?,"IADLs were measured using pooled activities from five informant-based questionnaires. Structural equation modeling (SEM) was used to investigate the relation between IADLs and dementia. Age, sex, education, depression, and cognitive measures (Mini-Mental State Examination and verbal memory) were included in the model.",0,0.6973514556884766,0.5615718048347549,-0.13577965085372168
187,Are tuberculosis patients adherent to prescribed treatments in China?,"18,133 male civil servants aged 40-69 years who attended a screening examination between 1967 and 1970.",0,0.7241020202636719,0.6407201270736158,-0.08338189319005607
188,Are there mental health differences between francophone and non-francophone populations in manitoba?,"Francophones may experience poorer health due to social status, cultural differences in lifestyle and attitudes, and language barriers to health care. Our study sought to compare mental health indicators between Francophones and non-Francophones living in the province of Manitoba.",1,0.8489612340927124,0.8438298777766615,-0.0051313563160508835
189,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,"Women without lifetime MDD at baseline had a lower risk of developing MDD during midlife than those with a prior MDD history (28% v. 59%) and their risk profiles differed. Health conditions prior to baseline and during follow-ups perception of functioning (ps<0.05) and vasomotor symptoms (VMS) (p = 0.08) were risk factors for first lifetime-onset MDD. Being peri- and post-menopausal, psychological symptoms and a prior anxiety disorder were predominant risk factors for MDD recurrence.",0,0.7223303914070129,0.41367069134735635,-0.3086597000596566
