idx,question,context,true_label,baseline_sim,trained_sim,improvement
121,Clinical identifiers for early-stage primary/idiopathic adhesive capsulitis: are we seeing the real picture?,Adhesive capsulitis is often difficult to diagnose in its early stage and to differentiate from other common shoulder disorders.,1,0.7989556789398193,0.6744574579822523,-0.12449822095756702
122,Are the long-term results of the transanal pull-through equal to those of the transabdominal pull-through?,"The transanal endorectal pull-through (TERPT) is becoming the most popular procedure in the treatment of Hirschsprung disease (HD), but overstretching of the anal sphincters remains a critical issue that may impact the continence. This study examined the long-term outcome of TERPT versus conventional transabdominal (ABD) pull-through for HD.",1,0.7439346313476562,0.6634427772932776,-0.08049185405437864
123,Gluten tolerance in adult patients with celiac disease 20 years after diagnosis?,"ANOVA Kruskal-Wallis and Mann-Whitney U-test have been used for the biometric characteristics comparison of nowadays fetal population with those three decades ago and to test the hypothesis about the existence of secular growth acceleration during fetal life. For this purpose, we first calculated mean values of particular biometric parameters for the whole pregnancy. During the period 2002-2009 biparietal diameter, fetal length and abdominal circumference measurements in singleton uncomplicated pregnancies between 22 and 41 gestational weeks were obtained. Gestational age was estimated according to Naegele's rule and confirmed with an early ultrasound examination. Pregnancies with fetal cromosomopathies and malformations were excluded as well as those resulting in perinatal death.",0,0.6580280065536499,0.5495220475550044,-0.10850595899864546
124,Does a febrile reaction to platelets predispose recipients to red blood cell alloimmunization?,"A variable effect of inflammation on alloimmunization to transfused red blood cells (RBCs) in mice has been recently reported. We investigated whether RBC alloimmunization in humans was affected by transfusion of blood products in temporal proximity to experiencing a febrile transfusion reaction (FTR) to platelets (PLTs), an event predominantly mediated by inflammatory cytokines.",1,0.8223525285720825,0.7157131456052528,-0.10663938296682973
125,Does laparoscopic cholecystectomy influence peri-sinusoidal cell activity?,"Laparoscopic procedures caused detectable damage to Kupffer and endothelial cells as reflected by elevation of post-operative HA serum levels. The damage to the liver hepatocytes and perisinusoidal cells has no clinical significance and the laparoscopic procedure itself is the probable cause of the Kupffer and endothelial cells damage, while other mechanisms caused damage to the hepatocytes.",1,0.8060023784637451,0.7392996326333114,-0.06670274583043367
126,Should all patients be optimized to the same preoperative hemoglobin level to avoid transfusion in primary knee arthroplasty?,"We formed a cohort of 1,100 randomly sampled Saskatchewan adults in September 1995. We used the Chronic Pain Questionnaire to measure neck pain and its related disability. The SF-36 questionnaire was used to measure physical and mental HRQoL 6 months later. Multivariable linear regression was used to measure the association between graded neck pain and HRQoL while controlling for confounding. Analysis of variance and t tests were used to measure the crude association among four possible courses of neck pain and HRQoL at 6 months. The neck pain trajectories over 6 months were no or mild neck pain, improving neck pain, worsening neck pain, and persistent neck pain. Finally, analysis of variance was used to examine changes in baseline to 6-month PCS and MCS scores among the four neck pain trajectory groups.",0,0.7176868915557861,0.6164059686904422,-0.10128092286534396
127,"Are there associations of health status, disease activity and damage in SLE patients?","Five experienced clinicians delivered targeted ventilation to three lung models differing in compliance, delivery pressures and inflation rates; Preterm (0.5 mL/cmH2O, 25/5 cmH2O, 60 per minute), Term (3 mL/cmH2O, 30/5 cmH2O, 40 per minute) and Infant (9 mL/cmH2O, 35/5 cmH2O, 30 per minute). The Neopuff was examined with three gas inflow rates (5 litres per minute (LPM), 10 LPM and 15 LPM) and the Ambu with no gas inflow.",0,0.7132878303527832,0.5274551618644947,-0.1858326684882885
128,Globulomaxillary cysts--do they really exist?,"According to the results of our study and the data from the international literature, the entity globulomaxillary cyst is no longer justified.",1,0.8485121130943298,0.8292370973129037,-0.019275015781426097
129,Does prostate morphology affect outcomes after holmium laser enucleation?,"Those patients with trilobar prostate morphology are more likely to achieve a greater decrease in the PVR urine volume after holmium laser enucleation of the prostate. All other outcomes appeared to be similar between the 2 groups. In addition, a 2-lobe technique can be safely used for trilobar prostates when deemed feasible by the surgeon.",1,0.7461144924163818,0.5958973969206307,-0.15021709549575113
130,Are pelvic anatomical structures in danger during arthroscopic acetabular labral repair?,The purpose of this study was to evaluate safe depth for suture anchor insertion during acetabular labral repair and to determine the neighbouring structures at risk during drilling and anchor insertion.,1,0.775727391242981,0.6964418765946493,-0.07928551464833167
131,Does airway surgery lower serum lipid levels in obstructive sleep apnea patients?,Suicide rates for 26 countries were obtained from the WHO. Data on social expenditure were obtained from the OECD database. Employment rates and GDP were obtained from the Total Economy Database. Questions about citizens' attitudes towards different aspects of social exclusion were taken from the European Social Survey. Structural equation modelling was applied to research the theoretical structure of the variables.,0,0.6362158060073853,0.40622724332565024,-0.229988562681735
132,Juvenile osteochondritis dissecans: is it a growth disturbance of the secondary physis of the epiphysis?,"MRI of children with OCD consistently showed secondary physis disruption, overlying chondroepiphysial widening, and subchondral bone edema. We suggest that disruption of normal endochondral ossification may be associated with juvenile OCD.",1,0.7955304384231567,0.7176549058907382,-0.07787553253241852
133,Global Longitudinal Pathway: has medical education curriculum influenced medical students' skills and attitudes toward culturally diverse populations?,Clear and distinct differences between the two studied groups were found indicating the root of this increased confidence may have developed due to exposure to the Pathway program.,1,0.7898738980293274,0.6299074355088667,-0.15996646252046065
134,Sub-classification of low-grade cerebellar astrocytoma: is it clinically meaningful?,"Discordant observations due to interobserver variability make histological sub-classification of low-grade cerebellar astrocytomas in children insufficient for predicting prognosis and biological behaviour. Similar survival rates in a population of paediatric low-grade cerebellar astrocytomas of grades I and II indicate that tumour grade has no prognostic significance within this group of patients. ""Surgically gross-total removal"", especially if the tumour is located in the fourth ventricle is of the highest importance for long-term survival. Histological sub-classification of the tumours has no predictive value.",1,0.8261028528213501,0.7507763310635691,-0.07532652175778098
135,Does the leukocyte count correlate with the severity of injury?,"We have reported previously that cerulein-induced edematous pancreatitis would transform into hemorrhagic pancreatitis by administration of endothelin-1 in rats. In the present study, we tried to protect rat model from developing into hemorrhagic pancreatitis with BQ123 (an ETA receptor antagonist).",0,0.6868000030517578,0.6285111425404122,-0.05828886051134563
136,Does body mass index (BMI) influence morbidity and long-term survival in gastric cancer patients after gastrectomy?,"The long-term survival of patients with gastric cancer is governed by various factors, such as the clinical stage of the cancer, the patient's nutritional state, and the treatment and may be governed by the volume of intraperitoneal adipose tissue. The aim of this study is to clarify the relationship between the degree of the patients' body mass index and their long-term survival.",1,0.8800703287124634,0.7846410545506036,-0.09542927416185976
137,Does peritoneal dialysis affect halitosis in patients with end-stage renal disease?,"A total of 304 patients with either ""bilobar"" (n = 142) or ""trilobar"" (n = 162) prostate morphology were included. The trilobar group was more likely to have longer operative times (112 vs 100 minutes, P = .04), although this difference was not significant on multivariate analysis. The postoperative outcomes were similar between the 2 groups for American Urological Association symptom score, change in American Urological Association symptom score, bother score, maximal flow rate, change in maximal flow rate, postvoid residual urine volume, and complication rate. However, the trilobar group had a significantly greater decrease in their PVR urine volume (296 vs 176 mL, P = .01), a difference that persisted on multivariate analysis. A subset analysis of the trilobar prostates revealed that performing a 2-lobe technique achieved shorter operative and enucleation times, although the difference was not significant.",0,0.7591550946235657,0.6911303080064317,-0.06802478661713396
138,Outcomes of severely injured adult trauma patients in an Australian health service: does trauma center level make a difference?,"Trauma centers are designated to provide systematized multidisciplinary care to injured patients. Effective trauma systems reduce patient mortality by facilitating the treatment of injured patients at appropriately resourced hospitals. Several U.S. studies report reduced mortality among patients admitted directly to a level I trauma center compared with those admitted to hospitals with less resources. It has yet to be shown whether there is an outcome benefit associated with the ""level of hospital"" initially treating severely injured trauma patients in Australia. This study was designed to determine whether the level of trauma center providing treatment impacts mortality and/or hospital length of stay.",1,0.6940205097198486,0.7314164116090953,0.037395901889246685
139,Does positron emission tomography change management in primary rectal cancer?,"Position emission tomography scanning appears to accurately change the stage or appropriately alter the therapy of almost a third of patients with advanced primary rectal cancer. In view of this, we suggest that position emission tomography scanning be considered part of standard workup for such patients, particularly if neoadjuvant chemoradiation is being considered as part of primary management.",1,0.781670093536377,0.6606928843057491,-0.12097720923062782
140,Should circumcision be performed in childhood?,"Significant positive correlations were observed between BV/TV and the percentage of bone (%Bone) analyzed by SEM (r = 0.933, P < 0.001), by toluidine blue staining OM (r = 0.950, P < 0.001) and by dark field OM (r = 0.667, P = 0.05). The high positive correlation coefficient between BV/TV and trabecular thickness illustrates that a value of BV/TV upper than 50% squares with a bone presenting most of their trabecules thicker than 0.2 mm. The high negative correlation between BV/TV and trabecular separation shows that values of BV/TV upper than 50% squares with a bone presenting most of their trabecules separated less than 0.3 mm each other.",0,0.5983543395996094,0.4800986866156612,-0.11825565298394819
141,Histologic evaluation of the testicular remnant associated with the vanishing testes syndrome: is surgical management necessary?,"In our review, we identified that a significant number of testicular remnants associated with the vanishing testes syndrome can harbor viable germ cell elements or seminiferous tubules. The exact fate of these residual elements remains unknown; however, there may exist the potential for malignant transformation. Given the potential for malignant degeneration, we believe that these remnants should be removed.",1,0.8129349946975708,0.808070672855951,-0.004864321841619779
142,Do dermatomyositis and polymyositis affect similar thigh muscles?,"Several single nucleotide polymorphisms (SNPs) at different loci have been associated with breast cancer susceptibility, accounting for around 10% of the familial component. Recent studies have found direct associations between specific SNPs and breast cancer in BRCA1/2 mutation carriers. Our aim was to determine whether validated susceptibility SNP scores improve the predictive ability of risk models in comparison/conjunction to other clinical/demographic information.",0,0.6906100511550903,0.35622197842643744,-0.3343880727286529
143,Is crime associated with over-the-counter pharmacy syringe sales?,"More than 50,000 new HIV infections occur annually in the United States. Injection drug users represent twelve percent of incident HIV infections each year. Pharmacy sales of over-the-counter (OTC) syringes have helped prevent HIV transmission among injection drug users in many states throughout the United States. However, concerns exist among some law enforcement officials, policymakers, pharmacists, and community members about potential links between OTC syringe sales and crime.",1,0.6793419122695923,0.6560346890531061,-0.02330722321648615
144,Is breast cancer survival improving?,"ANOVA Kruskal-Wallis and Mann-Whitney U-test have been used for the biometric characteristics comparison of nowadays fetal population with those three decades ago and to test the hypothesis about the existence of secular growth acceleration during fetal life. For this purpose, we first calculated mean values of particular biometric parameters for the whole pregnancy. During the period 2002-2009 biparietal diameter, fetal length and abdominal circumference measurements in singleton uncomplicated pregnancies between 22 and 41 gestational weeks were obtained. Gestational age was estimated according to Naegele's rule and confirmed with an early ultrasound examination. Pregnancies with fetal cromosomopathies and malformations were excluded as well as those resulting in perinatal death.",0,0.514942467212677,0.4941684460836102,-0.02077402112906679
145,Therapeutic anticoagulation in the trauma patient: is it safe?,"Two nationally representative cross-sectional households surveys conducted in 2003 and 2007 were the main sources of data. A comprehensive analysis of the entire health system is conducted including the public sector, private-not-for-profit and private-for-profit sectors. Standard benefit incidence analysis techniques were applied and adopted to allow application to private sector services.",0,0.7720398306846619,0.4496010725433335,-0.3224387581413284
146,Is breast cancer survival improving?,"Despite advances in therapies for breast cancer, improvement in survival for patients with recurrent or metastatic breast cancer has been difficult to establish. The objective of the current study was to determine whether the survival of women with recurrent breast cancer has improved from 1974 to 2000.",1,0.7802996635437012,0.7897319020975853,0.009432238553884087
147,Is neck pain associated with worse health-related quality of life 6 months later?,"Current evidence suggests that neck pain is negatively associated with health-related quality of life (HRQoL). However, these studies are cross-sectional and do not inform the association between neck pain and future HRQoL.",1,0.8131551742553711,0.690790571797146,-0.12236460245822511
148,Fragility of the esophageal mucosa: a pathognomonic endoscopic sign of primary eosinophilic esophagitis?,There was no significative difference (p = 0.585) between NT values in the study (mean = 1.56) and control group (mean = 1.54).,0,0.7598837018013,0.6972218065558935,-0.06266189524540655
149,Delayed diagnosis of anorectal malformations: are current guidelines sufficient?,Forty-five patients requiring upper first premolar extractions.,0,0.7955676913261414,0.6912988568213989,-0.10426883450474245
150,Does somatostatin confer insulinostatic effects of neuromedin u in the rat pancreas?,Neuromedin U reduces insulin and increases somatostatin secretion. Blockade of somatostatin action abolishes the inhibition of insulin secretion by NmU. The results of the study suggest that somatostatin mediates the inhibitory action of NmU on insulin secretion.,1,0.8163515329360962,0.6995480813897281,-0.11680345154636806
151,Delayed diagnosis of anorectal malformations: are current guidelines sufficient?,Seventy-three children with WDTC treated between 2004 and 2015.,0,0.8370894193649292,0.750998606440835,-0.08609081292409415
152,Post-tonsillectomy late haemorrhage: is it a preferably night-time event?,"In a retrospective study, 17 cases (12 men and 5 women, 12-59 years old) of primarily diagnosed globulomaxillary cysts are analysed according to clinical, radiological and histological aspects, catamnestic processed and assigned to a new entity. The results are compared with the international literature and draws conclusions on the diagnostic and therapeutic procedure.",0,0.792199432849884,0.7301353922780531,-0.0620640405718309
153,Can predilatation in transcatheter aortic valve implantation be omitted?,"Between January 2005 and December 2013, 152 patients with pure aortic stenosis, aged at least 75 years, underwent AVR, with a 19 or 21 mm prosthetic heart valve. PPM was defined as an indexed effective orifice area less than 0.85 cm/m. Median age was 82 years (range 75-93 years). Mean follow-up was 56 months (range 1-82 months) and was 98% complete. Late survival rate, New York Heart Association functional class, and QoL (RAND SF-36) were assessed.",0,0.7898343801498413,0.8047670738903309,0.014932693740489555
154,Is a specialised training of phonological awareness indicated in every preschool child?,"In a prospective study 218 preschool children were enrolled (stratified in 2 training programs, one specialized for phonologic awareness in order to prevent dyslexia, the other consisting in training of general perception) during the last year of kindergarten. After finishing the first grade 131 children were compared in their reading and writing abilities.",1,0.7885833382606506,0.8541793467132934,0.0655960084526428
155,Does preoperative anemia adversely affect colon and rectal surgery outcomes?,"Using hospital level public use files of actual and predicted mortality at 30 and 180 days, we constructed residual mortality measures for each hospital. We ranked hospitals and used receiver operating characteristic (ROC) curves to compare 0-30, 31-180, and 0-180-day postadmission mortality.",0,0.73075932264328,0.6161480372133613,-0.11461128542991872
156,Is micro-computed tomography reliable to determine the microstructure of the maxillary alveolar bone?,"To evaluate the degree to which histologic chorioamnionitis, a frequent finding in placentas submitted for histopathologic evaluation, correlates with clinical indicators of infection in the mother.",0,0.8244571685791016,0.5842851375864566,-0.24017203099264495
157,Juvenile osteochondritis dissecans: is it a growth disturbance of the secondary physis of the epiphysis?,"The interaction of family factors and pubertal stage did not improve the fit of the model, so a main effect model of family factors and pubertal stage was adopted. There were significant main effects for pubertal stage with boys in middle puberty at increased odds of alcohol use, and girls in advanced puberty at increased odds of alcohol use.",0,0.6645729541778564,0.45427348890974567,-0.21029946526811077
158,Is Overexpression of Ki-67 a Prognostic Biomarker of Upper Tract Urinary Carcinoma?,To evaluate the construct validity of the Turkish version of the EQ-5D in patients with acute coronary syndrome.,0,0.8019691109657288,0.6776575886761035,-0.12431152228962528
159,Has the prevalence of health care services use increased over the last decade (2001-2009) in elderly people?,(1) To describe the prevalence of general practitioner visits and hospitalization according to sex and age groups; (2) to identify which factors are independently associated with a higher use of health care services among elderly Spanish; and (3) to study the time trends in the prevalence of use of health care services 2001-2009.,1,0.768162190914154,0.7701400083956649,0.001977817481510824
160,Is leptin involved in phagocytic NADPH oxidase overactivity in obesity?,"Endoaortic occlusion was employed in 52 of 2,172 consecutive patients. Surgeon's choice was based on preoperative identification of aortic calcifications or intraoperative epiaortic ultrasonographic scanning. Deaths and strokes were analyzed casewise and in aggregate.",0,0.7158111929893494,0.49822958014555396,-0.2175816128437954
161,Is Alveolar Macrophage Phagocytic Dysfunction in Children With Protracted Bacterial Bronchitis a Forerunner to Bronchiectasis?,"Children with recurrent protracted bacterial bronchitis (PBB) and bronchiectasis share common features, and PBB is likely a forerunner to bronchiectasis. Both diseases are associated with neutrophilic inflammation and frequent isolation of potentially pathogenic microorganisms, including nontypeable Haemophilus influenzae (NTHi), from the lower airway. Defective alveolar macrophage phagocytosis of apoptotic bronchial epithelial cells (efferocytosis), as found in other chronic lung diseases, may also contribute to tissue damage and neutrophil persistence. Thus, in children with bronchiectasis or PBB and in control subjects, we quantified the phagocytosis of airway apoptotic cells and NTHi by alveolar macrophages and related the phagocytic capacity to clinical and airway inflammation.",1,0.7679572105407715,0.7134039901639816,-0.05455322037678989
162,Is micro-computed tomography reliable to determine the microstructure of the maxillary alveolar bone?,"Clinical trials that reported the correlation coefficient or area under the receiver operating characteristic curve (AUC) between the central venous pressure and change in cardiac performance following an intervention that altered cardiac preload. From 191 articles screened, 43 studies met our inclusion criteria and were included for data extraction. The studies included human adult subjects, and included healthy controls (n = 1) and ICU (n = 22) and operating room (n = 20) patients.",0,0.7279695272445679,0.5387028792816828,-0.18926664796288506
163,High cumulative insulin exposure: a risk factor of atherosclerosis in type 1 diabetes?,These findings provide evidence that a high cumulative dose of regular insulin is a risk factor for atherosclerosis.,1,0.83301842212677,0.757845961309561,-0.07517246081720907
164,Is fear of anaphylactic shock discouraging surgeons from more widely adopting percutaneous and laparoscopic techniques in the treatment of liver hydatid cyst?,"A total of 21 HFNC and 13 BCPAP noise measurements were performed in 21 infants. HFNC gas flows were 2-5 L/min, and BCPAP gas flows were 6-10 L/min with set pressures of 5-7 cm of water. There was no evidence of a difference in average noise levels measured at the EAM: mean difference (95% CI) of -1.6 (-4.0 to 0.9) dBA for HFNC compared to BCPAP. At low frequency (500 Hz), HFNC was mean (95% CI) 3.0 (0.3 to 5.7) dBA quieter than BCPAP. Noise increased with increasing BCPAP gas flow (p=0.007), but not with increasing set pressure. There was a trend to noise increasing with increasing HFNC gas flows.",0,0.6320796608924866,0.5480042357821214,-0.08407542511036514
165,Are higher rates of depression in women accounted for by differential symptom reporting?,Men and women in this community sample reported similar patterns of depressive symptoms. No evidence that the presentation of depressive symptoms differs by gender was found.,1,0.8023771047592163,0.7113400701171,-0.09103703464211632
166,Does pediatric housestaff experience influence tests ordered for infants in the neonatal intensive care unit?,Prospective cohort study of change in health-related quality of life scores across 30 months as measured by change in SF-12 physical component scores.DATA COLLECTION/,0,0.8464328050613403,0.7417937141224734,-0.10463909093886692
167,Is EQ-5D a valid quality of life instrument in patients with acute coronary syndrome?,The Turkish version of the EQ-5D-based utility score seems to be a valid instrument in the assessment of quality of life studies in patients with acute coronary syndrome.,1,0.8946372270584106,0.8461293486560277,-0.04850787840238291
168,Surgical management of the atherosclerotic ascending aorta: is endoaortic balloon occlusion safe?,"Prospective, cohort study over one full academic year.",0,0.7079752683639526,0.5131326534098577,-0.19484261495409494
169,Globulomaxillary cysts--do they really exist?,"The so-called ""globulomaxillary cyst"", described as a fissural cyst, caused by entrapped epithelium between the nasal and maxillary process, is no longer considered for its own entity. Nevertheless, cystic lesions, which correspond to the previous image of globulomaxillary cysts, do still occur in daily practice. This raises the question to which entities pathological processes in this particular region actually belong to.",1,0.7484503984451294,0.7347110230119684,-0.01373937543316095
170,Long-term significance of postictal psychotic episodes II. Are they predictive of interictal psychotic episodes?,"A history of PIPE may be a risk factor for the development of IPE. Yet, the disappearance of significance on multivariate analysis indicates that it is not an independent predictor.",1,0.8351306319236755,0.5578478513472886,-0.2772827805763869
171,Very high serum CA 19-9 levels: a contraindication to pancreaticoduodenectomy?,Patients who normalized their CA19-9 levels postoperatively had equivalent survival to patients with normal preoperative CA 19-9 levels. Preoperative serum CA 19-9 level by itself should not preclude surgery in patients who have undergone careful preoperative staging.,1,0.7475296854972839,0.5727072335679741,-0.17482245192930979
172,Does a febrile reaction to platelets predispose recipients to red blood cell alloimmunization?,The study was conducted as a cross-sectional study at the Trakya University Hospital between February and May 2008. All patients completed the Turkish version of the EQ-5D and MacNew heart-related quality of life scale. Construct validity of the EQ-5D was assessed according to relationships with MacNew subscales by using Spearman rank correlation and multiple linear regression analyses.,0,0.7629450559616089,0.6845386457505371,-0.07840641021107175
173,Does ossification of the posterior longitudinal ligament affect the neurological outcome after traumatic cervical cord injury?,"No evidence was found for OPLL to have any effect on the initial neurologic status or recovery in motor function after traumatic cervical cord injury, suggesting that the neurologic outcome is not significantly dependent on canal space.",1,0.8296334743499756,0.6643603747677478,-0.1652730995822278
174,Do risk factors for suicidal behavior differ by affective disorder polarity?,"Between January 2005 and December 2013, 152 patients with pure aortic stenosis, aged at least 75 years, underwent AVR, with a 19 or 21 mm prosthetic heart valve. PPM was defined as an indexed effective orifice area less than 0.85 cm/m. Median age was 82 years (range 75-93 years). Mean follow-up was 56 months (range 1-82 months) and was 98% complete. Late survival rate, New York Heart Association functional class, and QoL (RAND SF-36) were assessed.",0,0.74997478723526,0.5924253470194372,-0.15754944021582284
175,Is irritable bowel syndrome a diagnosis of exclusion?,"Observational cross-sectional studies were carried out in 75 patients (43 males and 32 females) with chronic periodontitis who were divided into two groups: Group I and Group II, respectively. Blood oozing from the gingival crevices of anterior teeth following periodontal probing was collected with the stick of glucose self-monitoring device, and the blood glucose levels were measured. At the same time, finger-prick blood was taken for glucometric analysis and subsequent readings were recorded.",0,0.695361852645874,0.5986880701631077,-0.09667378248276637
176,Do risk factors for suicidal behavior differ by affective disorder polarity?,Bipolarity does not independently influence risk of suicidal behavior or alter the influence of well-established suicide risk factors within affective disorders. Suicide risk assessment strategies may continue to appraise these common risk factors without regard to mood polarity.,1,0.8091493248939514,0.7285407681339227,-0.08060855676002876
177,Is the use of cyanoacrylate in intestinal anastomosis a good and reliable alternative?,"The purpose of this study was to determine whether there is an association between skewed X-inactivation and recurrent spontaneous abortion in a large, well-defined sample of women with recurrent loss.",0,0.7414633631706238,0.5659027441638956,-0.17556061900672815
178,Are interstitial fluid concentrations of meropenem equivalent to plasma concentrations in critically ill patients receiving continuous renal replacement therapy?,To describe the interstitial fluid (ISF) and plasma pharmacokinetics of meropenem in patients on continuous venovenous haemodiafiltration (CVVHDF).,1,0.7866194248199463,0.7598391149695937,-0.026780309850352624
179,Does psychological distress predict disability?,Psychological distress is an independent risk factor for disability. Its predictive significance varies between disorders leading to functional deterioration. The association mechanisms are likely to vary from one disorder to another.,1,0.8586000800132751,0.8030282195635831,-0.05557186044969209
180,Surgical management of the atherosclerotic ascending aorta: is endoaortic balloon occlusion safe?,"Each of 24 patients (31 knees) was prospectively examined preoperatively, at 6 and 12 months after each surgery. Isokinetic knee extensor and flexor strength as well as position sense were measured using the Biodex system. Timed up and go test, stair climbing test, and the 6-min walk test were used to assess physical performance. The results of each group were also compared with those from the corresponding healthy control, respectively.",0,0.7450858950614929,0.5877425490876873,-0.15734334597380562
181,"Are there associations of health status, disease activity and damage in SLE patients?","The present study, which is based on internationally accepted assessment tools for SLE patients, shows a significant relationship between increased disease activity and reduced physical function. This result emphasizes the importance of optimizing treatment aiming at reducing disease activity.",1,0.862171471118927,0.7037593972694265,-0.1584120738495005
182,Can early second-look tympanoplasty reduce the rate of conversion to modified radical mastoidectomy?,The aims of the study were to report the rates of recurrent and residual cholesteatoma following primary CAT surgery and to report the rate of conversion to a modified radical mastoidectomy.,1,0.8230148553848267,0.8980851383984814,0.0750702830136547
183,Is a specialised training of phonological awareness indicated in every preschool child?,"Out of the 784 patients who meet the inclusion criteria, risk of transfusion was associated with poorer performance status, as measured by the America Association of Anestesiology (ASA) score III/IV (OR: 3·3, P < 0·001) and lower preoperative Hb level (OR 3·8 for each g/dl below 13 g/dl; P < 0·001). According to the Hb level, the estimated probability of transfusion was 0·03 (range: 0·03-0·64) for ASA I/II patients and 0·10 (range: 0·10-0·84) for ASA III/IV.",0,0.6871817708015442,0.515459140189549,-0.17172263061199522
184,Is adjustment for reporting heterogeneity necessary in sleep disorders?,"Between January 1, 1992, and August 31, 1994, the senior author (JFF) performed 255 esophageal biopsies. The procedure reports, available endoscopic photographs, and histology reports were reviewed to establish the endoscopic and histologic appearance of the esophageal mucosa. Intraepithelial cells were counted in a blind review of 42 randomly selected biopsies.",0,0.7421489953994751,0.5507219981053075,-0.19142699729416757
185,Does prostate morphology affect outcomes after holmium laser enucleation?,The aim of this study was to determine whether postictal psychotic episodes (PIPE) are predictive of the development of interictal psychotic episodes (IPE).,0,0.7852161526679993,0.5908652901087693,-0.19435086255922995
186,"Body perception: do parents, their children, and their children's physicians perceive body image differently?","To compare children's, parents' and physicians' perceptions of children's body size.",1,0.8576266765594482,0.7794172610234553,-0.07820941553599292
187,Delayed diagnosis of anorectal malformations: are current guidelines sufficient?,Infants referred to our institution with a final diagnosis of ARM were retrospectively reviewed between 2001 and 2009. The first cohort consisted of patients that were referred between November 2001 and November 2006 with the diagnosis of an ARM that had been delayed for more than 48 h. The second cohort was those referred between December 2006 and May 2009 with whom the diagnosis of ARM had not been made within 24 h of birth.,1,0.6871585845947266,0.5557950407520991,-0.1313635438426275
188,Is horizontal semicircular canal ocular reflex influenced by otolith organs input?,"Otolith organs input influences the axis of horizontal semicircular canal ocular reflex; therefore, the plane of compensatory eye movements induced by the horizontal canal stimulation is not always parallel to the canal.",1,0.8407714366912842,0.8431062884987428,0.0023348518074586266
189,The association of puberty and young adolescent alcohol use: do parents have a moderating role?,"To explore the extent to which parent-adolescent emotional closeness, family conflict, and parental permissiveness moderate the association of puberty and alcohol use in adolescents (aged 10-14).",1,0.8451638221740723,0.8118012558084737,-0.033362566365598534
190,Is nasogastric decompression useful in prevention of leaks after laparoscopic sleeve gastrectomy?,"For COPD and a collection of acute conditions the reliability of a single physician review was quite low (intra-class correlation = 0.16-0.26) but comparable to most previously published estimates for the use of this method in inpatient settings. However, for diabetes and hypertension the reliability is significantly higher at 0.46. The higher reliability is a result of the reviewers collectively being able to distinguish more differences in the quality of care between patients (p<0.007) and not due to less random noise or individual reviewer bias in the measurement. For these conditions the level of true quality (i.e. the rating of quality of care that would result from the full population of physician reviewers reviewing a record) varied from poor to good across patients.",0,0.7060167193412781,0.6447106407047924,-0.06130607863648563
191,Is irritable bowel syndrome a diagnosis of exclusion?,"The subjects were 7 women and 4 men with a mean age of 50.6 years (SE 9.7; range, 36-70 years). The mean concentrations (SE; range) in picograms per milliliter were 7.9 (4.4; 0-44) for IL-6, 25.3 (15.5; 0-159) for interferon-γ, 16.1 (11.9; 0-121) for MCP, and 6.1 (2.8; 0-29) for macrophage inhibitory protein-1β. The optical density of the FAC at 450 nm was 0.151 (0.036; 0.1-0.32), and the pH was 6.68 (0.1; 6.10-7.15). Statistically significant correlations were found between MCP and FAC (P = .036) and between FAC and pH (P = .008).",0,0.6262826919555664,0.6751014949713339,0.048818803015767465
192,Can autologous platelet-rich plasma gel enhance healing after surgical extraction of mandibular third molars?,"The primary physis is responsible for longitudinal bone growth. Similarly, epiphysial growth relies on endochondral ossification from the circumferential secondary physeal [corrected]. injury can result in disruption of normal ossification. The cause of juvenile osteochondritis dissecans (OCD) remains elusive. We hypothesized that juvenile OCD results from an insult affecting endochondral ossification from the secondary physis. The purpose of our study was to evaluate the MRI appearance of the distal femoral epiphysis-particularly the secondary physis-of children with juvenile OCD and to compare these findings with the MRI findings of unaffected children.",0,0.6199065446853638,0.6789139930239708,0.05900744833860705
193,Does pediatric housestaff experience influence tests ordered for infants in the neonatal intensive care unit?,"Interns order significantly more arterial blood gases per infant than junior and senior residents on-call in the neonatal ICU. Additional study is required to see if the experience of housestaff is associated with a broader array of neonatal outcomes, such as morbidity and mortality.",1,0.8156764507293701,0.6150989590558906,-0.2005774916734795
194,Inpatient versus outpatient management of neutropenic fever in gynecologic oncology patients: is risk stratification useful?,"Ninety-three early adolescents (12.5-14.5 years old) participating since birth in a longitudinal study of IUCE reported delinquent acts via an audio computer-assisted self-interview. Level of IUCE and exposure to cigarettes, alcohol, and marijuana were determined by maternal report, maternal and infant urine assays, and infant meconium assays at birth. Participants reported their exposure to violence on the Violence Exposure Scale for Children-Revised at ages 8.5, 9.5, and 11 years and during early adolescence, and the strictness of supervision by their caregivers during early adolescence.",0,0.7656505107879639,0.45470531251834767,-0.3109451982696162
195,Are high flow nasal cannulae noisier than bubble CPAP for preterm infants?,"At the gas flows studied, HFNC are not noisier than BCPAP for preterm infants.",1,0.85161954164505,0.7211127047621712,-0.1305068368828789
196,Is Chaalia/Pan Masala harmful for health?,"Trauma patients who require therapeutic anticoagulation pose a difficult treatment problem. The purpose of this study was to determine: (1) the incidence of complications using therapeutic anticoagulation in trauma patients, and (2) if any patient factors are associated with these complications.",0,0.7529358267784119,0.43980071571198454,-0.31313511106642733
